id,rating,date_time,user_name,title,body,response
14,3,2020-10-20T16:10:50.000Z,Gap Spanner,"Extensive, but confusing and poor support","The good: it’s fairly extensive in regards to information and nutrient break-out. For many processed foods, it offers a simple barcode scanner to import nutrition info.",
15,1,2021-03-05T16:24:20.000Z,Mknutson96,Still not adding up....,"I enjoy the look of the app and the options it has, unfortunately despite working with YAZIO support team, they don’t seem to understand as a whole the science of burning calories. Your body burns calories all day not just during an active state. But YAZIO only tracks and displays the active calories burned. So if you walked 10 miles in a day, without your heart rate reaching an “active state” they WILL NOT COUNT IT. Which of course left me with a LOT of calories burned that weren’t counting on the app so after logging my meals for the day it would turn red and say I’ve eaten over my goal, when in fact I had been eating at too high of a deficit. This is dangerous to eat at too high of a deficit and therefore I find the tracking hazardous. You read that right. You will put your health at risk if you trust this apps calculations. I use a Garmin Venu which displays my active and inactive calories burned. Many other health trackers show this as well. Proceed with caution using this app.","Hi,"
16,3,2020-01-19T21:05:53.000Z,Dubbzcity1,Good not great,"New user here coming from MyFitnessPal, so far I like the app and like everyone, the interface is great! I love the integration with Apple watch so much I have added a complication to my watch face! The only complaint is that the data base needs work. I scan items and they are not found, but those same items are in MyFitnessPal. Also there are only 4 meals, I wish I could customize the meal number or like in MyFitnessPal it gives pre workout meal plus 5 meals. All in all I do like the app but the database needs a lot of work, I hate having to substitute a brand to get as close to the macros as I can when it's a name brand food. I am a pro member and bought the 12 month subscription also so..... Update, database still needs work! I scan things and they are not found. Sometimes I have time to enter and I will but others I don't and it gets frustrating.","Hi, Thank you for your feedback. We are constantly working on improving the database. We recommend using our verified items which can be identified by the blue checkmark and you can also add your own foods. That would be a great help to us in order to expand our database. Thanks! Kind regards, your YAZIO-Team"
17,2,2019-09-01T01:55:12.000Z,Lindalu2017,Free App is not the best,"I find creating new foods to be difficult when entering portion sizes. Sometimes I get the correct portion size in there and sometimes it just shows 1 oz for the portion size with the nutritional value for a true portion, ie 3 oz. A lot of other people seem to have the same problem. Sometimes there are several entries for the same food with very different calorie counts.  And why isn’t the default weight grams, as that is the measurement on many packages of food. Why can’t I use grams and fluid oz. instead of grams and ml?",
18,1,2020-10-01T09:18:52.000Z,the notorious LBG,Bait and Switch - $30 a year for anything but a calorie tracker,"Well that was extremely disappointing. I downloaded the app after seeing high review ratings, read the destruction in the App Store, and had seen some options for pro features to pay for 6 months or 12 months, etc.  But after I opened the all and began signing up, low and behold, there is NOTHING accessible in the “limited” app except a calorie tracker.  Really?!  Then please update your app description because this was very misleading.  No sooner did I enter my email, the app asked me to choose if I wanted the “Limited” option with calorie tracker only, or if I wanted to pay the $30 a year for the Pro Features (everything worthwhile...). So, no recipes, no meal plans, no statistics tracking, no fitness tracking, no mood tracking.","Hi,"
19,3,2020-01-17T05:34:23.000Z,jjeenn,Nice app but not quite what I am looking for,I am on a keto diet and it doesn’t consider net carbs which is a big deal. Entering food into this app can be very annoying. The spinners will rest the row over if you don’t make sections in just the right order. The conversions for different measurements are often completely in accurate. For example 2 oz of something instead of a table spoon can result in wildly different numbers of calories and carbs. There are also a lot of bad and inaccurate items in the library so you are better off just entering all your own custom nutritional info. The default is for all entries to be public- I think it should be the other way around since they vary so much. I paid $30 for the app am going to keep looking for a better one.,"Hi,"
20,4,2018-10-20T11:00:33.000Z,Anon!$$//((,Great assistant for losing weight,"This is the only app I’ve used for weight loss.  I’m 58, never tried to lose a pound before, and it’s been instrumental as I’ve went from 190 pounds down to my college weight of 165.  It’s easy to set up a goal, enter meals, and see how many calories you’ve consumed. The program automatically found the Health app on my iPhone to track the calories I burn walking and exercising daily. In summary it is easier to use than I expected, performs more tasks than I expected, and the price is right (free). You can upgrade to a paid version but I see no reason to. If I’m ever forced to pay I’ll move on to a different app or do without.","Hi, thank you for your feedback! You will not be forced to upgrade! However, there are quite a few advantages: https://help.yazio.com/hc/en-us/articles/208847005-What-are-the-advantages-of-PRO- Kind regards, your YAZIO-Team"
21,5,2019-01-17T20:46:49.000Z,Ultra Goddess,Need a little more,I love the app so much so I use it everyday compare to other nutrition app on my phone. The only problem I have is creating a meal is hard for me. So I tried putting in okra soup but the only option I had was Nigerian okra soup. Am African yes but not Nigerian so the way my country okra soup is made is very different from Nigerian Okra soup. There was an option to creating your meal by adding things in but is so difficult to manage I had to settle for the option of Nigerian Okra soup which gave me more calories than I had actually consumed. Besides this great app I would recommend it 100 times more than any nutrition app on my phone. Great Job Team YAZIO,
22,5,2021-01-09T22:08:26.000Z,jesssssaiz,Works great with my new Apple Watch,"I was very pleased to find this premium version of the YAZIO app at a great price! Only $20 a year! I found out after years on weight watchers and trying Noom $20 a month! Thankfully, that there’s this better and more affordable diet diary type app. I was particularly interested in fasting  support apps and being able to speak into the Apple Watch to track my meals on the go. It synchronizes exercise and calories perfectly. Really enjoying YAZIO at this point in time, I have been able to lose the 5lbs I gained through Thanksgiving and Christmas. I hope to be at my goal weight before my birthday in June.  I’ll update","Hi,"
23,2,2019-10-09T19:00:35.000Z,Tanhher,Many Issues with their apps,"My main issue with this app is the fact that the Apple Watch app is broken. I'm all signed in and set up on my phone, but that won't sync to the Apple Watch. So when I open the app on Apple Watch, i'm only given the options to either log in (which is broken as well, nothing happens when you tap it), or you can sign up which I have already done. Also, the app restarts every time you leave it and go to another app. I don't know if it's a memory leak issue or what, but Yazio is being kicked from recent apps memory every time I close it on my 11 Pro Max. Lastly, I would have loved to message someone at the company about all this, but that's not something they offer. I was not able to find any contact info within the app, or under the help & faq section.","Hi, we are working on both issues you mentioned and will release an update for Watch and App in the next days! You can always contact us by using the request form on our help base: https://help.yazio.com/hc/en-us/requests/new"
24,1,2019-10-23T20:36:24.000Z,Mijcar,What a Con!,"First, there is no way to contact the developers. If you click on the app’s CONTACT link, you are shifted to an internet page display German addresses but NO EMAIL.",Hi!
25,2,2020-01-25T13:20:02.000Z,amp-see,Not what I’m looking for,"I went ahead and paid for a year to try it out bc in case I loved it, that wasn’t a huge investment. I’m not upset I did - hopefully the developers will take my money and improve it to woo me back.","Hi, Thanks for your feedback!"
26,2,2020-01-11T01:47:14.000Z,Rlors,Can’t log food?,"I’ve used this app for two days now. Testing it out to see if I wanted to upgrade to pro. I’m not exactly sure where it derives the recommended calories a day from but ok. I’ll roll with it. It is nice because it easily syncs with my Apple Watch through Health and knows how many calories I’ve burned from workouts and walking. But the counting calories feature is less than ideal. I drank a tea beer tonight and tried to add it. I put in the caloric information on the can, and it gave me an error message saying the fats, carbs and proteins didn’t add up to the caloric amount but I entered exactly what’s on the can! I don’t claim to be an expert in this stuff but it seems like you’re expected to be to use this app. I guess I’ll be trying a new app tomorrow. I’m glad I didn’t buy the pro version!","Hi,"
27,4,2020-01-07T15:49:33.000Z,momsmoothie,Great app but...,"Easy to use. I’ve been using it for about four days and I really love it. I am trying to lose 30 more pounds after having a baby, I’ve lost 50 so far just on my own  but I’ve stopped making progress. This gives me a clear idea of where I am at each day. I love that it calculates how much I’ve burned based on how many steps I’ve taken.",
28,3,2019-11-19T18:38:41.000Z,kayjh2585,It’s ok,"I first saw an ad for this app on Instagram where it was comparing their food database to MFPs, they were saying theirs were better. That’s not true. Everything I’ve tried to input into this database to add to my food diary couldn’t be found whereas MFP had no troubles.","Hi! To see your progess, simply head over to profile and ""analysis"" - there are plenty of charts that show you how you are doing over time :)"
29,4,2019-10-07T01:55:52.000Z,2cozyy,Best Calorie Tracker I’ve Found,This experience is based on the Premium/Pro version. The app didn’t let me click out of the ad for the pro version so I thought the only way to use it was by paying for it so I ended up buying a subscription. Ended up being worth it.,"Hi, thanks so much for your feedback!"
30,5,2021-01-10T12:07:21.000Z,Momauri,Intermittent fasting made easy,As a previous IF I wanted to return to it for general well-being and lose a few Kilos.,"Hi,"
31,4,2019-10-15T17:43:02.000Z,Eve Salas,Finally something that helps me!,"I’ve been on YAZIO for 15 days and I’ve managed to stick to my new way of eating,16:8 No dinner, and I’m now down 8lbs. I love the reminders and the fact that it has everything I need in one app. Before I had two apps MFP and an IF timer  app.   The only thing they can work on is the food database (like MFP). You scan and all the info just pops up.  I see that people enter the info incorrectly or there are several choices under one option to choose from.  That my only issue with the app and why I didn’t give it 5 stars.  Other than that, I’m very very happy with it and do recommend it.",
32,4,2019-10-08T11:28:10.000Z,Loco yoyo,Almost but not there yet,"I have been using the Fitbit app for about 4 years and imho it is better for calorie and workout tracking. But Yazio is much better than the Apple health app for me. The Fitbit app has a much better food/calorie tracking interface and the food recognition of the Fitbit app is far superior in my experience. I just switched to Apple Watch a couple months ago and haven’t found an adequate app to sync the Apple Watch to the Fitbit app so YAZIO is doing a decent job of filling the gap. Besides the food recognition, I would like a little more control over the selection of my calorie deficit goals but all in all it’s not a bad app.",
33,3,2020-01-07T18:46:04.000Z,Scuba kitty,Not ready for prime time yet...,"Nice interface but database is wonky. Lots of food missing, wrong calories listed multiple times and servings not listed as they are on the items label. When trying to add a new food to the database there is no option for “piece” or other common labels. Hard to weigh everything or do the math to figure out how many calories is in an ounce or gram of candy if it’s on the label as pieces. Using the app shouldn’t be that hard... Could be really good if the database of foods was larger and actually accurate. Till then I am going to have to stay with My Fitness, it seems to be the best & easiest to use. Sorry, I wanted it to be better☹️. I will keep checking back though.","Hi! We are constantly working on improving the database. We recommend using our verified items, which can be identified by the little check mark. Kind regards, your YAZIO-Team"
34,5,2021-05-04T13:50:49.000Z,anneh802,"Nice calorie, nutrition counter for free","I’ve used other weight loss apps before, expensive ... especially if you’re at goal and have a good grip on foods that keep you in you daily calorie range. My only complaint is the actual documentation of food... serving sizes don’t jive, should have more options, and many of the calories are wrong so I need to fumble with grams to get to the known calorie count. I’ve gained 5 lbs after loosing 115, I’m not going to let it creep up, this is great to get me back on the proper way to eat. Thank you for this free app !!","Hi,"
35,3,2020-01-25T18:54:56.000Z,M. Bardon,Some usefulness some frustration,"I like that the app makes it easy to track water, fasting, macros, etc. However, the food library entries are almost always wrong and I have to enter pretty much everything manually. Even really basic stuff (one ounce of whiskey does not actually have 23 carbs in it, people. And one ounce of chicken isn't 709 calories!)","Hi, Thank you for your feedback. In 2020, we are working on greatly improving the database for you. In the meantime, we would suggest using our verified items, which can be identified by the blue checkmark, and also creating your own foods, as you're doing. That's a great help to us while we expand our database for the US. Thanks! Also, if the calories are not mainly from carbs, fat and protein, you might encounter issues in adding the product. This can especially happen with alcoholic products. We are sorry for the inconvenience! We are working on a solution to make adding these products easier as well. In the meantime, you can also add it as a ""custom entry"". There will be no check of the nutritional values."
36,3,2019-11-04T22:55:33.000Z,h.a.p.p.y.h.a.p.p.y 2020,It needs improvement,"As bunch of other users already mentioned it doesn’t have a good food database. Even the common items that you’d think they should already have, it’s not available. I’ve used MyFitnessPal before and it has a great food database.",
37,3,2020-01-02T16:50:16.000Z,~pmp~,Still Needs Some Work,I purchased the pro version of this app because it looked really promising because of all of the different diets that it supports and the built in recipes and grocery list feature.  The problem is in the food database.  It is very incomplete.  I am having to look up all my food in another app’s database and then manually enter the calories into the YAZIO app.  Even when using the scan feature it brings up numerous items that you have to look through to find the correct one to log.  Basically it is double the work.  I wish I had just upgraded the app I have always used before.,"Hi, Thank you for your feedback. We are constantly working on improving the database. We recommend using our verified items which can be identified by the blue checkmark and you can also add your own foods. That would be a great help to us in order to expand our database. Thanks!"
38,4,2021-05-28T15:22:37.000Z,Roadrunnermd,Great app but a couple of complaints,"I’m giving this app a 4 star rating because it is a great app. However, the fasting tracker doesn’t track properly. I have my fasting time set to MWF, but it doesn’t keep the schedule correctly. It is saying that I can eat today when it’s supposed to be a fasting day. I am now going to have to manually set the fasting period and for the second time. Also when I look at my fasting history which only started this week, the days are off. It doesn’t show that I fasted on Monday, which I did.  Something needs to be fixed the fasting tracker.","We're already working on finding a solution to this problem as fast as possible. Please excuse the inconvenience! We hope to be able to provide you with a solution soon. Unfortunately, we cannot specify how long this will take exactly and therefore kindly ask you for your patience. Thank you very much for your understanding and your patience so far. Kind regards, your YAZIO-Team"
39,3,2019-08-02T06:12:06.000Z,reviewer937391,Good but some features missing,"So! I just got this app today and really like the aesthetic lay out of it and how everything is structured. However, it is missing some key elements:","Hi, thank you so much for your feedback! It is much appreciated. In order to get an overview of feature request, we launched a separate page where you can add your ideas and also upvote ones from other users: https://yazioen.featureupvote.com/"
40,1,2018-04-27T16:24:02.000Z,tammytdt,Not meeting expectations,What I really wanted was an app to help me know how many of which macros to eat to build muscle while losing weight. I lift and lift heavy. The only option for building muscle is for gaining or maintaining. I even spent the $ to go premium because it promised to unlock meal plans. The meal plans are complicated. I meal prep and used leftovers and the meal plans all have a completely different meal 3times a day. Nothing that feeds into another meal to save money or time. Also I eat many foods from Whole Foods and almost every time I’ve gone to log I need to create the food. It doesn’t recognize the barcodes. I just don’t log or try to find something close to save time. This isn’t the meal tracking app for my personal needs.,
41,5,2020-07-15T15:14:01.000Z,Massachusetts Senior,Awesome way to lose weight!,"So with the Covid and quarantine, my weight started inching upward.  While reading Covid info, obesity and diabetes are common factors for this virus.   I am only 70 and decided it was a perfect time to take control of my weight.  YAZIO is amazing and easy to use.  Simply track those calories, found in the app’s simple food directory.  And YAZIO is linked to your exercise/health app.  I’m doing this for free, but you can pay for other services on this app, like recipes and more.  I’ve lost 17 lbs. and my goal is 25.  Almost there.  I feel great!",
42,5,2020-11-11T17:46:40.000Z,Burkett68,Keeps me on track,"I love this app.💗  It’s a way for me to count my calories and stay on track.  If I want to have a heavy meal, I wait to do that on my exercise days .  The more you exercise, your body continue to burn calories during the day.   This app accounts for that.  Another added feature is that it have just about every food listed that you will need to keep track of those calories.  You can also scan any barcode to see if it’s available on the list.","Hi,"
43,1,2019-12-01T10:20:21.000Z,chubbypillow,"Bad app design, bad plan","Confusing, too many words, app can be simplified in approach and layout design.  The meals are ridiculous with recipes that require ingredients 80% of the people won’t have in their refrigerator or spice rack.  Some recipes even require something called a hokkaido pumpkin.  Where the heck do you find that? Silliness.  If you really want to lose weight you don’t need an app to tell you what to do.  Do you really want to go to the grocery and buy things for these silly recipes for 1 serving everytime?  Who has time for that.  Bottomline, incorporate more than half of veggies into your meal, avoid sugar best you can.  Eat smaller portions, don’t over indulge unless its veggies only.  You will lose weight by following this simple plan.","Hi! If you can't find Hokkaido, we would suggest Butternut squash (although its a bit sweeter) and unlike the Hokkaido, it would be best to remove the skin because it takes longer to cook than the Hokkaido skin. We don't have instructions to remove the skin in our recipes since the Hokkaido skin softens a lot faster when cooking. Kind regards, your YAZIO-Team"
44,4,2021-08-11T19:54:10.000Z,Jjhgfrdfggfg,"Great, but","Don’t get me wrong, I really like this app and I feel it’s worth the money to “keep me honest”. I love the layout (please don’t change it, it’s perfect!!) BUT you have to work on adding more things to the food list. In any of the many free food trackers I have used they have always had a fairly accurate and extensive food library for tracking.  I find this one not only lacking (no restaurant foods that I see) but also if there are multiple options the calorie counts are all over the map so which one do I pick???","Since many entries in the database come from our users, unfortunately, some foods might have wrong information if a user made a mistake when entering them. We are working to correct these errors. You can recognize verified foods by the blue check mark or you can create your own foods. Kind regards, your YAZIO-Team"
45,3,2019-09-08T20:39:16.000Z,🍿❤️Peanut,It’s great but some side effects :(,"I love this app! It’s so amazing better then any of the apps I’ve ever used before. But it bothers me that I would have to pay money to get access to the fasting, to see more options of my weight. Yeah the couch option is understandable that u need to pay and The recipes. But for me to log in how my day was? I have to pay? For me to see my progress I need to pay??, it’s honestly irritating.. but that’s just my opinion I thought u would share with the creators of this app, which I mind u it’s a amazing app overall. I’m still gonna obviously use it but I just wish I could enjoy it more ❤️❤️❤️",
46,4,2019-06-13T16:22:55.000Z,AdamBLang,"Great, with one flaw","I really like how easy to use this app is, how comprehensive its calorie intake and burn recording is, how it pulls all sorts of data out of Apple Health, and how it’s got data for practically every food an exercise.","Hi, thank you for your feedback! We are currently putting a lot of effort into our database. You can always recognize our verified entries by the green checkmark. Soon it will also be possible to edit/flag wrong entries. Kind regards, your YAZIO-Team"
47,1,2021-03-08T20:28:00.000Z,wwddddyttrr,Do Not Buy,"I purchased this application at 11:51 AM. By 12:15 PM (The same day) I was asking for my money back. If you are a beginner and no nothing this is the perfect app for you. The pro version does nothing is advertised you cannot customize the settings as a relates to fast start and end dates, they are preset. I opened three support tickets with their support. The only ticket they respond to was my final support to get for a refund. And their response for my refund request was to be patient that is taking longer than usual for them to get back to anybody. Oh by the way, their refund policy is that the minute you start using the application you cannot get a refund! This developer is obviously not ready for prime time.","Hi,"
48,2,2020-12-12T10:39:34.000Z,Ullablue,Database Completely Messed Up,While the app has its merits the nutritional information database is COMPLETELY messed up.  Since anybody can add food to the global database you find multiple entries for the same food and most of them are completely incorrect.  (For example according to one of these a cup of Kellogg cornflakes has 43cal).  And it is not possible to simply exclude these from the app... or just let them know so they fix it nope you have to do the reporting and the fixing by adding the correct info.  There are LOTS of wrong entries for each food are we now working pro bono for the app?  The point of using this sort of application is to save time not waste it.,"Hi,"
49,4,2019-10-19T14:04:45.000Z,Hfdzcg,Good app,"I like this app because I can track what I eat throughout the day. It links to my Apple Watch so it detects my workouts and calories burned. It also links to my weigh in app so it updates my weight progress automatically. The only thing that I have to input daily is my food intake. I chose the goal to lose weight and it has given me the amount of calories I need a day and when my goal should be reached. I may, in the future, upgrade to Pro because it is not that expensive and you can access recipes and the “coach”.",
50,4,2019-02-21T16:37:18.000Z,footbol americano,Great app!,"This is the first app ive found that actually makes it easy and painless to count calories. The design is simple and attractive & the free features (like linking with my Apple health app to automatically subtract my calories burned from my daily total) are great. The only reason this isn’t a 5-star review is because the way to select & input food is somewhat disorganized. Still, it gets the job done better than any other free app ive tried. If you’re trying to keep track of what you eat/burn, I’d recommend it!",
51,2,2019-03-21T12:32:01.000Z,Austswim69,Needs work,The food portion selections need to be more user friendly and based on how someone consumes them.  I do not measure by the ounce but do use tablespoon or teaspoon.  Fix that and it will be much better.,"Hi, thanks for your feedback! We are currently putting a lot of effort in correcting wrong food items. Soon it will also be possible to report wrong entries in the app. Best regards, your YAZIO-Team"
52,4,2020-02-01T01:38:45.000Z,Colorado 17,"So far, it’s OK.","I really do like this App but...I always get an error when trying to input new data. Example: I like Fit Vine wine but it has no fat and no protein but does have carbs and calories. This App will give you an error that says something to the effect of “calories do not match fat and protein”. Well, it won’t match. There aren’t any. Just sort of annoying to keep track of 90% of my day then have to add these off to the side. The total results for the week are not 100% logged on the App. Other than that, it’s not bad.","Hi,"
53,2,2021-03-15T11:45:56.000Z,stanthejeep,Overly complicated and lacking detail,I keep getting the pop up to rate them and I guess the only way to make it stop is this. So here goes- this app has needlessly too many menu screens so simple things require hunting and tapping all over. There database has far too many duplicates and sometimes all of them are wrong. I’ve tried to correct some of the data on food items but the corrections never show up later. I’ve added food items using barcodes and later the barcodes don’t work. All of this make it hard to keep in the habit of tracking because it’s so difficult and often inaccurate.,
54,1,2019-12-28T03:04:38.000Z,paescot,Just Another Diet Scam in App Form.,"I’m a Registered Dietitian advising you to avoid this app.  The nutrition data is unreliable.  The micronutrient data is missing even after inputting a days worth of food (a painful process), the database is hopeless and the customer service is abysmal.  They hide the full nutrient data behind the pay wall for a reason.  It’s a deceptive business practice.  They then flat out refused my request for a refund.  I had to go to Apple who refunded me within minutes.  Yazio feel the money grab is worth driving away customers, a complete false economy showing their true values.   Just use MyFitnessPal, it gives you everything you need and more than Yazio, with the very best database, for free.",
55,3,2020-02-26T18:43:10.000Z,Everything you wish you were,"Solid app, not without annoyances this","I’m finding more and more that the nutrition information connected to barcodes I’ve scanned has been incorrect. Serving sizes are all over the place, entirely different products are coming up opposed to why was actually scanned etc. There needs to be some quality control in place for the added foods information for sure. Other than that the app has been solid, just finding the numbers aren’t accurate unless I manually create everything I’m adding, which is more than a little tedious.","Hi,"
56,4,2019-10-30T09:54:32.000Z,Sunshine06784,Great calorie tracker and exercise app,I am enjoy the app to track my Daily exercise and logging me foods. Only thing that I don’t like it the food log! It only holds a small amounts of the foods you eat so  everyday I have to re- enter foods I’ve eaten only a day or so before since I change up my foods daily. It’s time consuming and I don’t have the extra time to do this every day hence the 4 stars and since I pay for the app. It’s a silly no brainer thought even when entering in a meal it’s not as easy as it should be.,
57,4,2019-10-20T21:37:29.000Z,b0wties,"Good, Hoping for Improvements","Love how the app picks up on my steps, movements and exercises. Great way to track calories and water intake. The view is user friendly, modern and enjoyable. The recipes page is frustrating. A lot of recipes are in “oz” and I have to constantly use a conversation chart on google to understand what X oz of something is in cups/tsp/etc. I also dislike how when I’m on the recipe page, if my phone screen locks/falls asleep, it boots me back to the main page and I lose my place on the recipe..",
