,id,rating,date_time,user_name,title,body
10,10,5,2017-08-08T12:32:55.000Z,Charfauros4,Better than other baby apps,I did my research before downloading a baby app. I'm on my 3rd child and I still found useful info in this app that helped me gain a better understanding of my baby before and after birth. The amount of knowledge that is at your finger tips just within this app is amazing. They really did their research. Everything I was feeling or questioning would pop up as a post right when it should. It was like a mind reader. Really helped me be more confident during my pregnancy. So glad I got this app. My sister had another top rated app and I convinced her to try BabyCenter. She loves this app way more. DOWNLOAD NOW! No regrets.
11,11,5,2018-02-02T18:33:11.000Z,Monakle,Excellent source of information,"This app has been a Godsend for me throughout my pregnancy and during the first part of my baby's life. There is so much information and articles for just about any question I have. I am thankful for resources like this one and wonder how people functioned without them! I appreciate how positive and encouraging the articles are. Particularly the ones about problems. For example, my baby had jaundice when he was born. Reading the article about jaundice on this app was extremely informative and also encouraging. My hospital experience regarding jaundice was not so calm, so having something to read to tell me everything would be ok was very helpful. I also love the polls. It's interesting to see what others are experiencing that use this app. My only piece of criticism is that I wish that the app did not repeat articles so much. Some of the same articles I read during my first trimester popped back up in the third trimester. This is just a minor annoyance though!"
12,12,2,2019-02-07T18:31:13.000Z,truthitis,Eh,"This is my first pregnancy so I’m interested in all advice and knowledge. I also like seeing what my baby looks like daily. This a personal preference and this app doesn’t really show images of what the baby looks like daily other than a video you can click on here and there. Also, the forums are confusing, they aren’t laid out self explanatory. I work in a technology store I’m actually a mobile expert and the way the forums are set up in the app are confusing. It says start a baby club where you can essentially talk to others, but there is no set button to do so and if you do find where to post it just prompts you to post and you have no idea where exactly that post is going. There are forums on top of forums and really only places to reply to people who have already posted somehow. Idk the interface and display wasn’t really satisfying to me, i had the app for two days and deleted. I downloaded another app that shows beautiful digital images of what the baby can look like daily and also get advice and talk to others. This app has a good concept but doesn’t really seem well thought out, user friendly wise."
13,13,5,2019-03-10T15:36:12.000Z,Kymnise,Absolutely Recommend,"This app saved my life.  I was 30 weeks pregnant and I read an article about things to look for and call your doctor.  Mainly about things that may be dangers during pregnancy and call doctors immediately. Well the article talked about swelling and preeclampsia, etc. I had noticed some swelling before and planned to talk with my dr on the next visit.  I was at work and my hands started swelling like the Nutty Professor. Called the Doc, they told me to come in, sent me for some blood work and the next day I was admitted to the hospital.  The article was right I had developed preeclampsia.   I had my baby 2 months early and that was emotionally exhausting but we are both doing well!   I love this app because it is informative and helps get parents ready for baby, explain what you may be going through and helps with questions you may have about your body.  It even prepares you to understand what the dr is talking about.  I HIGHLY RECOMMEND THIS APP!"
14,14,1,2019-03-30T19:45:44.000Z,LeeLee BooBoo,The creators of this tried...,"The women on this app are brutal and extremely rude and insulting and board owners take part in the harsh words as well (they should be neutral and just oversee things, not actually contribute). Wish it was monitored to create a community of support, instead it seems to function more like Facebook for high schoolers because the women feel the need to attack the others (I don’t have Facebook for this reason). Lots of close minded individuals on here that don’t know when to keep their one track mindedness to themselves. Besides from the participants of the site, it’s structured to be a bit more old school in medical information and advice. Not really giving the most accurate info but I guess its based on generalizing anyway in an attempt to appeal to more moms. If your a non vaxer... good luck to you on here. No info is provided about that aspect, only pro vaccine and if you bring it up, the other moms attack. Not really the most pleasant app but I see the good intent and that’s why I keep it. Good for tracking how far along you are in your pregnancy (which I guess you can use a calendar for). It’s a good app, but could most definitely use more work."
15,15,5,2019-04-09T21:14:19.000Z,Forgetful Mom of 4,Mom of 4 who’s forgotten everything 🤷🏼‍♀️,Let’s be real for a second.
16,16,5,2019-06-05T13:29:43.000Z,AngieHursh,Helpful info!,"I have to say I do love this app. It makes me happy that have something to look at everyday for info. (I look forward to it so much every morning that I force myself not to look at the next days content, so I have something for everyday of the week). And getting to see where the baby is in development each weak is nice."
17,17,5,2021-08-15T15:22:23.000Z,makndevonfteazye,Single new mom with no parents to guide me,"This is exactly what I’ve needed my whole pregnancy, labor, training etc. I was scared at first when I found out because I don’t have any parents to teach me to parent and I haven’t had much of a good influence. I basically just learned what not to do my whole life. But this app really changed that. my son is already 8 months old and he’s a perfect baby all thanks to this app. Everyone around me says he’s the happiest baby they’ve seen... Also thanks to this app.... my pregnancy wasn’t all that scary... Everytime I felt horrible or different I’d look it up and it’d tell me it’s heartburn which means my baby has hair now or some crazy cool fact that made it less terrifying to change in a way like this. It’s much harder to google things based off of feeling especially when there’s a handbook for each day right here. Thank you for all your help."
18,18,5,2020-12-06T00:36:31.000Z,Swayyyuhh,I never leave reviews,"dude i love this app. i love learning week by week what our little one is up to in there. this is my first child so i really utilize all the tools, articles, tidbits, and fun facts to be more aware of the little person im growing. i get so excited reading what vegetable or fruit our baby is likened to during that week in terms of size. ive made it a weekly treat for me to wait until the day of each new week to look at the baby's stats and it helps keep me motivated and informed and excited about what to expect! easy to navigate, countless publications from experts and moms, and fun to use. today im 37 weeks (im not crying, you are) and looking back from when i first downloaded BabyCenter, i really appreciate this app. it's actually gotten me through some tough times throughout my pregnancy by reminding me what a blessing and triumph and miracle it is to become and to be a mom. super duper grateful :,) go moms! we're superheroes and dont let anyone make you feel differently!"
19,19,4,2021-08-24T02:44:09.000Z,Noopla48,The Comment Section…,"I really enjoy this app. It has a ton of great Articles, Tip and tricks for First Time mother’s and mother’s Overall. It’s very informative and Provides me with a Comfortable feeling where I Can relate to other Women and hear they’re stories and experiences. I do like how you can make your own Post and comment on others to spark up a Good conversation… BUT The comment section is confusing. If I want to reply to someone’s comment on my post or vise versa it’s hard to tell which person I’m replying to. They duplicate a lot of the replies on the same post and I have to constantly scroll through the pages to try and Find the user I was previously commenting with just a few minutes before. They should simplify to a basic Post and have all Replies underneath. That way if I, or anyone else, would like to comment they can just go down and choose to reply to someone specific or on the Post itself. Something similar to what Facebook has would rate this app 5 out of 5 for me!"
20,20,5,2018-05-10T18:55:06.000Z,whatparty,What to Expect from Baby Center,"When I became pregnant I immediately visited the App Store, eager to plug in my estimate due date.  I downloaded three applications: Baby Center, What to Expect and Sprout.  Baby Center was by far my favorite and eventually the only one I used mainly because the search feature was the easiest to use.  The articles feature up to date information based on the latest science based research.  You can also dabble on the more opinion based side and connect with moms around the world.  What to Expect also had these features but I found it difficult to search for information and Baby Center has better SEO so I was often redirected to the app when searching outside of the app using Google and other search engines.  Sprout has a cool graphic of a 3D baby and a nice journal feature (except it will delete your journal in error!) but not worth paying for and it lacked the community."
21,21,5,2018-06-17T11:51:08.000Z,Jade B Wise,This is THE one!,"It was hard to decide which pregnancy and baby app to go with. Baby Center has clearly been the right choice. It has taken me successfully through pregnancy and early parenthood, so far. The articles and information are always right on time, according to what I’m experiencing and wondering about, each week. I love knowing exactly what was going on with my baby and body throughout pregnancy. And now, the benefit of knowing what to expect and easing concerns about my baby from day 1, has been immeasurable. Knowing what skills to expect to emerge each week has really allowed me to support and foster my baby’s development in a powerful way. Even the chat room for my birth month club has been so very helpful as we explore and vent and share experiences and are reminded that we’re not alone. If you’re looking for a phenomenal, all-inclusive app for pregnancy and parenthood, look no further. This is it!!!"
22,22,4,2018-09-03T03:35:03.000Z,51moonbeam,Awesome Pregnancy App,I love watching the baby grow part of it and how it compares baby to a food and tells you the main things that are happening on the inside with baby that week. I also love all the different articles that you can read everyday. Some of them are very helpful. One this I wish this app did have would be a check list of some sort for new moms that suggests when you should do things by certain time that someone may want to do like take a prenatal class or have a hospital bag packed. I know they have articles and videos on that but an actual checklist where someone can see what is left to be done would be nice. Possibly a baby item checklist too. I keep trying to write out lists of what we need and forgetting where I put them or forget certain things to put on the list. But overall I love this app and I would recommend it to anyone who is trying or already is pregnant if they want to learn more about pregnancy.
23,23,5,2018-10-08T17:57:10.000Z,Pelicanness,My second partner during my journey,"My husband (and first partner) and I love this app. It has been extremely helpful, giving us great information and even peace of mind when needed. Tracking my progress as I go along and providing detailed descriptions and visual effects of my baby as he/she is growing week by week. We love this app and would happily use again in any future pregnancies. The access and connection with other mothers proves helpful and eases my worries. I was able to find helpful links for the registries and sign up for various amenities like blood cord registry and free breast pump through insurance!"
24,24,2,2019-09-16T02:58:57.000Z,Lllaaamarneris,Not well organized and hacked,It gets two stars because I like the community but it’s not well organized. It’s hard to follow threads and it’s hard to find different groups and it’s hard to go back and see a comment that you made. It doesn’t show you your comments. It just shows original posts that you’ve made. It won’t let you erase notifications. That would be helpful so you can delete the reminders if there was a TROLL on one of your boards. Oh it also doesn’t consider photos of discharge as inappropriate. In glow they require the poster to mark the photo sensitive so those who WANT to help the person out and view the photo can click on it. But in baby center you’re forced to look at it which stinks because sometimes you have to scroll past to find an old comment. I also think it’s hacked. Fake ATT winning spree things keep popping up INLY in that app then shut down everything I was working on. I have an iPhone. It’s pretty well protected and I don’t have that issue with any other app or even online. So that needs to be fixed. The app needs A LOT of help
25,25,1,2019-06-22T11:27:02.000Z,Mermama28,Horrible app DO NOT GET!!!!,"This app is not good. Cyber bullying is encouraged on here!!! The actual baby center community guidelines are not followed and the group owners since they are not paid will pick and chose who to support even if another member literally harasses you and attack you. And even when they admit or see violations by these bully’s they literally do nothing about it. They allow the exact same ones to bully the ladies here and they go back and forth to different month boards bullying others on those too. Nothing is done about it. Their customer service will ignore you and your concerns and only responds with a short reply when you end up having to resend email over and over. Horrible customer service and horrible set up and a horrible place for moms who need support as they end up getting harassed, torn down, belittled, insulted, judged by the bully’s baby centers support and back up. I will be sharing this info on my social media as well to warn others not to get. I will be using other pregnancy apps to support my pregnancy with fair guidelines and not ones that are made to treat others with discrimination and unfair treatment."
26,26,5,2021-07-17T17:01:58.000Z,hirfjo,Insightful baby development tracker,I read every update each week for my pregnancy and for my toddler.
27,27,5,2020-09-01T19:12:55.000Z,rfrenan,one of the best baby-parent apps out there,"I got so encouraged with what I had grasped through this app with my first ever parenting experience that I’m now planning to develop something similar for Azerbaijani mothers (that’s where I’m from) in a native language so first time moms and pregnant women know how to take care of themselves both for the sake of their own and their to-be-born babies’ health. sometimes hearing the stories of women who didn’t know they needed to be putting more effort to calcium or high in fiber food intake and are now struggling either with bone weakness or hemorrhoids - is making me appreciate what people at baby center  (and text for baby organization which sends couple of text messages with important info throughout pregnancy) do! thank you all so very much for helping all of us stay knowledgeable, healthy and happy and contribute to giving birth to and raising a successful baby with sound health!"
28,28,1,2019-12-21T14:34:23.000Z,LMD983,Glitch with Bumpie (Update),"*I did contact babycenter customer service, however their reply was not sufficient and did not help troubleshoot where to find my bumpies. Instead, they provided the same things I’ve already tried. I still have not been able to locate my bumpies. I left another message for the developer and I am still waiting for a reply."
29,29,2,2020-02-08T20:53:35.000Z,YTK Review,Good App- Negative people,"The app itself is very good for Moms who like to read information about their baby and pregnancy. It’s very helpful. And even after you have your baby they continue to help you and give you updates on your newborn and as your child progresses up until they’re 1 year old. The only thing I would say steer clear from are some of the forums/groups. A lot of them do tolerate bullying/ harassment and the Admins don’t seem to care. The Admins literally take side with the bullies and “kick out” the person that is being harassed. If you post something in a group that isn’t necessarily of the “nature” of what the group is meant for , they will all shun you and tell you that your question/ post is dumb and that it doesn’t belong in their group, and they basically berate the other person completely to the point where if the poster defends themself they start getting very nasty. I do not recommend this app for a first time mom-to-be in a sense of getting advice from other moms. Be very careful or you could become one of their victims."
30,30,5,2017-10-25T15:04:32.000Z,leilih,Very informative,"I like this app and the weekly alert I get on the progress of my baby’s growth. The tools in this app are awesome, the Name Finder is my favorite. I haven’t had to use it yet, but I’m sure the Kick Tracker will come in handy later. I love that you can save your baby names that you love and see them all together without going to a separate file. The many different lists of name categories and their rankings are also handy to me. It’s where I found my girl name (and I love that it’s very unpopular). But I should say, while the name is ranked with a popularity number, when compared to the US social security website, the rank number is quite different. I’m assuming Babycenter is ranking based on Babycenter User’s name choices, and not the actual US population. If the popularity of a name is important to you, I’d check the SS website for truer numbers."
31,31,5,2018-11-03T00:36:59.000Z,Ashlie and Joey,Phenomenal App,I absolutely adore this app!
32,32,5,2019-06-07T06:57:35.000Z,tweikert,A great resource,"Before our baby was born my wife and I were feeling pretty overwhelmed with the shear number of baby books and what seemed like a daunting amount of information we needed to learn, however, after finding Baby Center and getting their week by week updates, it really helped condense things so we could understand what was happening each week without getting too far ahead of ourselves. At each stage of our pregnancy and our baby’s development we have felt informed and confident and have started really looking forward to reading about what’s going on each week so that we can adjust our parenting accordingly. Additionally, the parents forum is a great resource any time we have any questions or concerns, especially since it is broken up so we can read posts from parents with babies the same age as ours."
33,33,5,2019-09-07T10:09:48.000Z,Hbgdncr,FTM,"I really like this app. The week by week information is really helpful and I like the fruit comparisons. One of my favorite features are the “tools”. That helped me with my birth plan, and kick counts, plus who doesn’t like to look back and watch their tummies grow?! It’s also really nice that it transitions over to after the baby is born. I think a lot of FTM’s have a lot of questions. At least I do! I have a suggestion. I have quite a few apps for pregnancy but not one of them has the option for a preemie. I had to be induced at 34w so my son is 6w premature. All of these apps including this one just gives newborn information. It would be helpful to have the option to see how things progress for preemies. I understand everyone’s situation is different but a general idea or at least links for articles would be nice. Also, can you add more stickers for the photos?"
34,34,5,2020-12-27T14:53:33.000Z,rykers_mama,The ONLY APP you need for pregnancy & baby!,"JUST DOWNLOAD THIS APP NOW!! I absolutely LOVE BabyCenter!! I use it daily and it honestly brings me so much assurance & sanity during these hectic months of being a new mom. I initially downloaded it to learn about the different stages of pregnancy I was going through. It’s extremely informative and helpful. I enjoyed taking and creating weekly baby bump pictures through their baby bump tracker. Now that my baby is here, and I’m a first time mom, I’ve found the community of women on this app INCREDIBLE!! I LOVE having a ‘birth group’ of women who had children the same month I did so we can ask each other questions about anything (I didn’t realize his vital this was until having my son!). The amount of expert content and articles is great as well. It’s a well rounded app and really all that you need to stay informed and have support! Thanks BabyCenter!"
35,35,5,2021-06-01T02:22:32.000Z,royalmom365,Right on time advice and guidance,"From the time my first daughter was born, as a FTM, by myself most of the time, babycenter was faithful and always delivered the greatest insight week after week. what made it all the more helpful was that it truly seemed like was literally right on time— The very thing I would be dealing with would correlate with what baby centers development email would be talking about for that week. From topics like their health, general developmental abilities (fine motor skills, milestones, temper any, things to possibly expect, appetite ideas, how to prepare for potty training, you name it. And although now that I have 3+ kids, I’m not able to read the daily mail weekly, I still look back to them for insight form time to time, because they’ve proven themselves true, and foundational for moms who need all the “solid”information and help they can get."
36,36,4,2019-11-18T22:54:01.000Z,Daveswife4life,Little bugs that could use fixing,"I appreciate the tips and articles from baby center, seeing the progress of baby’s growth, and the conversations with other expectant moms. However, there are a few irritating problems with the app. For example, if you reply to someone’s comment on a conversation thread, it boots you all the way to the end of the comments. So then you have to go back and try to find where you were if you want to read anyone else’s comments that came after the one you commented on. Another problem I’ve encountered is that it’ll say that I have new notifications, but when I open the list of notifications none of them are showing new comments. EVER. Even when there really are new comments on the conversations I’m following. So that’s annoying."
37,37,5,2019-09-13T12:59:45.000Z,Jesslikesunicorns,BabyCenter App Five Star!,I love baby center! I used this all throughout my first pregnancy and now I’m pregnant again and I’m so excited! The website is very informative and keeps you up to date with the progression of your pregnancy. I love the daily updates of where my baby is growth wise. The groups are great and I enjoy the community. You can join a birth group for your due date and talk with other women who are due the same month as you! It’s awesome to have when you need to talk to other women going through the same situation. There’s a ton of other groups to join and there’s so many different options on this website and app! You can even take pictures of your bump and the babycenter app has a section for you to keep track of your bump growth along with cute little stickers you can add to your photos!
38,38,3,2021-04-08T20:10:03.000Z,Kaylawardle,2nd Pregnancy using App.. Not thrilled with changes,"I used BC during my 2019 pregnancy and loved it! But with this pregnancy, it seems they have made changes with the forums that makes using the app really frustrating."
39,39,3,2019-06-25T16:48:41.000Z,2222344556,Why do I have to login every time time??,"I really like the info on this app, but honestly the fact that I have to log in every time, drives me crazy. Don’t understand why it can’t keep me logged in like any other normal app. What information on this app can possibly be that sensitive that it requires a login every time? Sometimes don’t even bother which is sad cause as I say the info is usually interesting but have other apps with similar info."
40,40,2,2017-10-24T22:59:57.000Z,Ninanina666,"Helpful, but annoying to use.","I love the BabyCenter community, it’s fun and really helpful. The app has a lot of great features, but it feels so outdated. It’s not fluid. It seems like I’m on a mobile version of the website, instead of what should be an easy, beautiful app experience. These problems are mostly within the “Birth Group” area and forums. It’s not easy to go back and forth between posts, it makes a separate window pop up when I go to the second page, and from there I have to carefully remember to press the back button, instead of the X in order to not jump back to the beginning. Finally, if I make a comment on a thread that has multiple pages of comments, I’m brought back to the first page of comments even when I wasn’t done reading through them. It’s just overall annoying. I’m only staying for the people in the community. But honestly, what’s different from the app and going on the website from safari on my phone? Nothing."
41,41,2,2017-12-30T05:35:10.000Z,ChewbaccaThe1st,Bumpies are gone!!,"All of my bumpiest are gone!!!! From every week of my pregnancy! I feel like crying cause I didn’t save them in my phone, only the app. 😭 I couldn’t log into the app because everytime I tried it said “your session has timed out.” I had never logged out of it so I don’t know why it wouldn’t let me log back in and I know me email and password were correct. Well it finally let me log in and I don’t know why but it thought that I had my baby already and just switched to newborn mode! It showed my due date was my birthdate?? Like what???!! Cause I’m still pregnant at 40.5 weeks. Anyway so I tried fixing it and deleted my due date cause thought that was the problem and checked my bumpies and now they’re all gone. All 40 weeks worth of pictures. I wish I had saved them on my phone, but I didn’t and now can’t get them back! It even lost all the baby names I had saved and my birth plan sheet. I am currently not happy with this app at all."
42,42,4,2018-06-06T19:41:43.000Z,TheRealMDC,Yayyy!,"I’ve been using Baby center for the last few weeks as I am a first time mom seeking the best information. I felt like I wanted a backup app maybe to compare and see if there’s better but upon reading reviews of other suggested pregnancy apps I am seeing people are satisfied with this one and I will stay!!! I love the week to week, daily updates (also via email) and all other helpful information/articles. I’m not too big on the communities as it’s a lot of chit chat and I don’t feel it’s organized but if you’re not into that and only into the information it’s great! I love the week to week “bumpies “/ selfies feature (make sure u save to phone in case of any glitches or switch of devices cuz they don’t transfer ). I’m only giving 4 stars right now because I’m 8 weeks in and there’s a longgg way to go so I hope I continue to stay satisfied!"
43,43,5,2018-10-25T20:16:06.000Z,Jobsearcher123489,Ladies...YOU WILL NEED THIS IN YOUR LIFE. Trust me!,"This app is AMAZING ladies. I got this app when I found out I was pregnant at 6 weeks. It gives you so much information and also has group descussions. This part is important: Every week it tells you about different things and changes in your body and when I say they are spot on... Its so spot on that its scary. One day it would say that your gums may bleed a little more while brushing in the week your in. The day I read this... I went to brush my teeth and they bled for the first time! It was crazy. It made me feel so much better and at ease, being a first time mother. Pregnancy can be very weird and scary and this app will help you so much! After your baby is born, it is also spot on. Tells you all about your baby, feeding, diapering, changes, ect. Just give this app a try!"
44,44,5,2018-10-31T22:32:47.000Z,"The Real Miss ""J""",As Far So Good,"Before choosing an app to use I read through many reviews like a typical first time mom. This app provided me with information beyond what I was expecting from videos, to pictures, to several articles and answers from doctors. It also has little fun surveys from other moms you can answer as well as a section to take pictures of your baby bump. :-) At 22 weeks this app has answered many questions for me and has been accurate in just about everything I have read. I would definitely recommend this to anyone who would like to monitor their pregnancy process."
45,45,5,2018-12-11T04:53:47.000Z,Meeshell30,Lifesaver & Everything you'll ever need,"This app was the best find and am so thankful! Daily, monthly, weekly info was unbelievably organized and timed perfectly for every stage!"
46,46,5,2019-04-03T14:08:04.000Z,Lolade,Love this app!,"When I became pregnant, I downloaded this app because it was highly ranked. I remember going through the app as an African American and seeing a lack of representation for blacks. I sent what was probably a harsh email, complaining  about how this makes for a less than desirable experience for me to use the app. I’m happy to say that they responded in the way most companies do not these days. They put me, their client first. They responded extremely professionally and said they would put effort towards updating their stock images to help show more diversity. Since they I have seen a variety of moms and dads from all backgrounds and I love it. It is now an app that is representative of what America looks like. Truly thankful for this app because it has helped me enjoy seeing my baby girl grow. Keep up the great work!!!"
47,47,3,2019-06-03T01:16:53.000Z,Dr Z Slifkin,"Updates are great, except...","We are two weeks away from our first being born, we have used this app for many things, but mainly for the bumpies, every week we have put the little sticker that it defaulted to that shows the week we are at. Now, after the update, and only two weeks from the end, that is no longer an option, our slideshow of pictures will be different for the last two weeks because they just *had* to change stuff."
48,48,5,2020-12-11T01:43:16.000Z,a.m.crawford,"Even after baby is here, the app keeps giving!","I have 4 children, and this was the 1st app I’ve ever used while pregnant with any of the kids. It was amazing up until the day I gave birth! (Which was July 2, 2020)"
49,49,5,2020-06-29T16:49:38.000Z,BeBe2Faith,Tips Through Pregnancy and Beyond,"I love the BabyCenter community! As a first time mom, I was so nervous about my pregnancy and then about raising a newborn baby. I had so many questions! But all of the updates from BabyCenter walked me through my pregnancy, plus I was grouped in a community of expecting moms with the same month Due Date, and I found a lot of support and guidance especially from other experienced moms. I really liked this community a lot better than the What To Expect app. Now that my baby is almost 5 months, I continue to get support and guidance, tips and tricks and milestones from the community! The only negative thing I can say is that some of the ladies on the forums can be a little mean sometimes, but it’s kind of expected when you put a bunch of hormonal or pregnant women in one room 😂"
50,50,5,2018-09-04T12:41:50.000Z,G00dlif3,One stop shop for useful pregnancy information,"I love this app!! I’ve literally been using it everyday (sometimes multiple times a day) ever since I found out I was pregnant! It was recommended to me by my sister and I would highly recommend it to others. The information is relevant, timely, and very easy to understand. The articles and videos really help me understand what’s going on in my body, what to expect each week, and what I should and should not be doing to have a healthy pregnancy. I find the tips from real moms and experts to be most useful...it makes me feel like I’m part of a community and that I’m not alone in this journey. This is my first child so I was very overwhelmed and anxious but with the help of the app, I am more at ease and feel comfortable."
51,51,3,2018-11-09T21:39:29.000Z,KoriB528,Good but needs fixing,"I enjoy babycenter for helpful information and I love the discussion posts between all the moms out there. Tracking my babies development has been my favorite. However, I had an issue where I had to download the app all over again, which I didn’t think would be a problem considering I have my own sign on where all my personal information is kept. When I signed back on after re-downloading the app, every bumpie I had taken was gone. Everything else on my account was there, but none of the bump pictures. This was heartbreaking considering this is how I was tracking my bump pictures. I guess I trusted the app too much and should have documented each on my own also. Luckily I have most saved, but have no clue which week was which. Really disappointing, and not sure why that would have happened. Other than that I do really enjoy this app."
